method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility,query_count,strict_coverage,partial_coverage,combo_id,complexity_budget,theta,lambda_sc,mu
random_topk_23,21,5,9,6,1.5,30.0,111,111,0,101.5,40.67669873883287,42,0.2619047619047619,0.482766439909297,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_24,21,7,11,6,1.5,30.0,107,107,0,98.0,42.30464258638929,42,0.5,0.6691043083900227,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_25,21,6,9,6,1.5,30.0,115,115,0,107.0,43.60247659889603,42,0.2619047619047619,0.5290249433106575,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_26,21,6,10,6,1.5,30.0,111,111,0,101.5,42.101715570660346,42,0.2619047619047619,0.4751133786848073,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_27,21,7,9,6,1.5,30.0,116,116,0,108.25,44.24920667953253,42,0.4761904761904761,0.6346938775510205,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_28,21,6,10,6,1.5,30.0,118,118,0,110.0,45.44436174443752,42,0.5476190476190477,0.7064058956916099,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_29,21,5,10,6,1.5,30.0,109,109,0,98.75,41.94424198411127,42,0.4761904761904761,0.5894557823129252,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
random_topk_30,21,7,12,6,1.5,30.0,119,119,0,111.0,39.55692932290924,42,0.4047619047619047,0.5801020408163265,combo_0019_c30_t0_l0_mu0p5_e1p5,30.0,0.0,0.0,0.5
aqf_full,22,7,7,4,2.0,30.0,117,117,0,107.0,60.30276300308506,42,0.6904761904761905,0.7634920634920636,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
aqf_topk_no_threshold,22,7,7,4,2.0,30.0,117,117,0,107.0,60.30276300308506,42,0.6904761904761905,0.7634920634920636,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
frequency_only,22,7,7,4,2.0,30.0,117,117,0,107.0,60.30276300308506,42,0.6904761904761905,0.7634920634920636,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
flattened_topk,22,1,1,4,2.0,30.0,117,117,0,107.0,60.30276300308506,42,0.6904761904761905,0.7634920634920636,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
no_operator_awareness,22,7,7,4,2.0,30.0,242,117,125,264.0,60.30276300308506,42,0.6904761904761905,0.7634920634920636,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
no_pruning,35,7,12,6,2.0,47.0,187,187,0,172.5,70.62250253474086,42,0.9523809523809524,0.9523809523809524,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_1,18,6,9,6,2.0,30.0,91,91,0,83.25,34.824746103324294,42,0.3571428571428571,0.5146825396825397,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_2,18,6,9,6,2.0,30.0,94,94,0,86.25,36.114810285928975,42,0.4047619047619047,0.6608276643990929,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_3,18,6,8,6,2.0,30.0,96,96,0,88.5,36.49682151947947,42,0.1904761904761904,0.4511904761904762,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_4,18,7,11,6,2.0,30.0,93,93,0,86.0,30.67705444773267,42,0.2857142857142857,0.4807823129251701,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_5,18,6,11,6,2.0,30.0,93,93,0,85.5,31.398603875259173,42,0.3571428571428571,0.5687074829931973,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_6,18,7,11,6,2.0,30.0,93,93,0,84.5,38.09199635839306,42,0.3095238095238095,0.4312925170068027,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_7,18,5,7,6,2.0,30.0,93,93,0,84.5,36.66143001484007,42,0.3095238095238095,0.4856009070294784,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_8,18,5,10,6,2.0,30.0,93,93,0,84.5,34.187129895143535,42,0.2857142857142857,0.5335034013605442,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_9,18,5,9,6,2.0,30.0,98,98,0,91.25,36.10958428655218,42,0.4523809523809524,0.6110544217687075,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_10,18,7,10,6,2.0,30.0,95,95,0,88.75,36.840198582076006,42,0.3095238095238095,0.4895124716553288,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_11,18,6,9,6,2.0,30.0,98,98,0,89.75,37.82071542682038,42,0.2142857142857142,0.3545351473922902,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_12,18,7,10,6,2.0,30.0,96,96,0,88.0,33.860936972261214,42,0.2142857142857142,0.398469387755102,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_13,18,6,9,6,2.0,30.0,97,97,0,90.0,36.09357914020697,42,0.2619047619047619,0.4894557823129252,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_14,18,7,9,6,2.0,30.0,104,104,0,98.0,40.909500007813925,42,0.4761904761904761,0.5829931972789115,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_15,18,6,11,6,2.0,30.0,96,96,0,88.5,34.82289013720291,42,0.238095238095238,0.4850907029478458,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_16,22,7,8,4,2.0,30.0,113,113,0,103.5,45.04103344390831,42,0.5476190476190477,0.7336734693877551,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_17,20,6,9,5,2.0,30.0,110,110,0,102.25,39.00612780579628,42,0.3809523809523809,0.5441043083900227,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_18,18,7,8,6,2.0,30.0,97,97,0,88.0,42.20777190298361,42,0.3571428571428571,0.5434807256235827,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_19,18,6,8,6,2.0,30.0,91,91,0,82.75,35.52992142383068,42,0.3095238095238095,0.5358843537414966,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_20,22,6,8,4,2.0,30.0,118,118,0,108.75,44.773412298604114,42,0.6666666666666666,0.7380952380952381,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_21,18,7,10,6,2.0,30.0,92,92,0,83.0,36.9446497114111,42,0.2619047619047619,0.4950113378684807,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_22,18,6,9,6,2.0,30.0,91,91,0,82.75,35.37232847562487,42,0.3333333333333333,0.6055555555555555,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_23,18,5,9,6,2.0,30.0,93,93,0,84.5,33.49090055938119,42,0.1904761904761904,0.4050453514739229,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_24,18,7,11,6,2.0,30.0,91,91,0,83.75,35.9787388583827,42,0.3571428571428571,0.4793083900226757,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_25,18,6,9,6,2.0,30.0,97,97,0,90.0,34.53286703350642,42,0.1904761904761904,0.3985260770975056,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_26,18,6,9,6,2.0,30.0,93,93,0,84.0,37.91396131119537,42,0.2619047619047619,0.4608276643990929,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_27,18,7,9,6,2.0,30.0,100,100,0,94.0,37.94057714271317,42,0.2142857142857142,0.401984126984127,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_28,18,6,10,6,2.0,30.0,100,100,0,93.0,39.2184596430026,42,0.4761904761904761,0.65640589569161,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_29,18,5,9,6,2.0,30.0,93,93,0,84.5,36.79800322380128,42,0.2619047619047619,0.4528344671201814,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
random_topk_30,18,7,11,6,2.0,30.0,103,103,0,96.25,33.92698139552833,42,0.3809523809523809,0.5579931972789116,combo_0020_c30_t0_l0_mu0p5_e2,30.0,0.0,0.0,0.5
