method,field_count,group_count,subgroup_count,max_depth,eta,final_complexity,operator_count,valid_operator_count,invalid_or_unwanted_operator_count,weighted_operator_burden,form_utility,query_count,strict_coverage,partial_coverage,combo_id,complexity_budget,theta,lambda_sc,mu
random_topk_11,24,7,11,6,1.0,30.0,130,130,0,120.75,14.644344142380517,42,0.3095238095238095,0.4741496598639456,combo_0008_c30_t0_l0_mu0p1_e1,30.0,0.0,0.0,0.1
random_topk_12,24,7,11,6,1.0,30.0,130,130,0,120.25,12.959114063817104,42,0.5476190476190477,0.6766439909297052,combo_0008_c30_t0_l0_mu0p1_e1,30.0,0.0,0.0,0.1
random_topk_13,24,7,10,6,1.0,30.0,127,127,0,117.75,14.884972917581614,42,0.5238095238095238,0.6905895691609977,combo_0008_c30_t0_l0_mu0p1_e1,30.0,0.0,0.0,0.1
random_topk_14,24,7,10,6,1.0,30.0,136,136,0,127.5,14.224233238896495,42,0.5238095238095238,0.6674603174603175,combo_0008_c30_t0_l0_mu0p1_e1,30.0,0.0,0.0,0.1
random_topk_15,24,7,12,6,1.0,30.0,132,132,0,123.0,13.30467849216168,42,0.4047619047619047,0.6466553287981859,combo_0008_c30_t0_l0_mu0p1_e1,30.0,0.0,0.0,0.1
random_topk_16,26,7,9,4,1.0,30.0,137,137,0,127.0,15.136731244751516,42,0.5476190476190477,0.7479591836734694,combo_0008_c30_t0_l0_mu0p1_e1,30.0,0.0,0.0,0.1
random_topk_17,25,6,9,5,1.0,30.0,136,136,0,126.25,14.148348844767336,42,0.5714285714285714,0.7087301587301587,combo_0008_c30_t0_l0_mu0p1_e1,30.0,0.0,0.0,0.1
random_topk_18,24,7,11,6,1.0,30.0,127,127,0,115.25,12.800546725822846,42,0.5,0.6688775510204081,combo_0008_c30_t0_l0_mu0p1_e1,30.0,0.0,0.0,0.1
random_topk_19,24,6,10,6,1.0,30.0,125,125,0,115.5,13.781168647097417,42,0.5952380952380952,0.7956916099773242,combo_0008_c30_t0_l0_mu0p1_e1,30.0,0.0,0.0,0.1
random_topk_20,24,6,10,6,1.0,30.0,128,128,0,118.0,13.221819326797068,42,0.7142857142857143,0.8106575963718822,combo_0008_c30_t0_l0_mu0p1_e1,30.0,0.0,0.0,0.1
random_topk_21,24,7,10,6,1.0,30.0,124,124,0,112.5,13.85006793966631,42,0.4761904761904761,0.673639455782313,combo_0008_c30_t0_l0_mu0p1_e1,30.0,0.0,0.0,0.1
random_topk_22,24,6,9,6,1.0,30.0,125,125,0,115.0,14.367688026104243,42,0.6428571428571429,0.784126984126984,combo_0008_c30_t0_l0_mu0p1_e1,30.0,0.0,0.0,0.1
random_topk_23,24,5,10,6,1.0,30.0,129,129,0,119.0,12.64326227128728,42,0.3333333333333333,0.5883219954648526,combo_0008_c30_t0_l0_mu0p1_e1,30.0,0.0,0.0,0.1
random_topk_24,24,7,12,6,1.0,30.0,125,125,0,114.5,13.774030354378938,42,0.5714285714285714,0.7116213151927437,combo_0008_c30_t0_l0_mu0p1_e1,30.0,0.0,0.0,0.1
random_topk_25,24,6,10,6,1.0,30.0,127,127,0,117.25,13.784953000051988,42,0.3571428571428571,0.5869614512471655,combo_0008_c30_t0_l0_mu0p1_e1,30.0,0.0,0.0,0.1
random_topk_26,24,7,11,6,1.0,30.0,129,129,0,119.0,13.35499344427828,42,0.3571428571428571,0.576360544217687,combo_0008_c30_t0_l0_mu0p1_e1,30.0,0.0,0.0,0.1
random_topk_27,24,7,10,6,1.0,30.0,131,131,0,121.75,13.265255456270896,42,0.5476190476190477,0.6926303854875284,combo_0008_c30_t0_l0_mu0p1_e1,30.0,0.0,0.0,0.1
random_topk_28,24,6,11,6,1.0,30.0,134,134,0,124.75,14.046901961422185,42,0.5952380952380952,0.7353174603174603,combo_0008_c30_t0_l0_mu0p1_e1,30.0,0.0,0.0,0.1
random_topk_29,24,6,11,6,1.0,30.0,121,121,0,109.0,12.936015891286328,42,0.4761904761904761,0.601360544217687,combo_0008_c30_t0_l0_mu0p1_e1,30.0,0.0,0.0,0.1
random_topk_30,24,7,12,6,1.0,30.0,129,129,0,118.5,12.900905825008318,42,0.5476190476190477,0.7130952380952381,combo_0008_c30_t0_l0_mu0p1_e1,30.0,0.0,0.0,0.1
aqf_full,22,7,8,5,1.5,29.5,120,120,0,110.5,16.759858118298965,42,0.6666666666666666,0.7385487528344671,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
aqf_topk_no_threshold,22,7,8,5,1.5,29.5,120,120,0,110.5,16.759858118298965,42,0.6666666666666666,0.7385487528344671,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
frequency_only,22,7,8,5,1.5,29.5,120,120,0,110.5,16.759858118298965,42,0.6666666666666666,0.7385487528344671,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
flattened_topk,22,1,1,5,1.5,29.5,120,120,0,110.5,16.759858118298965,42,0.6666666666666666,0.7385487528344671,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
no_operator_awareness,22,7,8,5,1.5,29.5,242,120,122,264.0,16.759858118298965,42,0.6666666666666666,0.7385487528344671,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
no_pruning,35,7,12,6,1.5,44.0,187,187,0,172.5,19.94819559939007,42,0.9523809523809524,0.9523809523809524,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_1,21,7,11,6,1.5,30.0,109,109,0,100.75,12.58523769474608,42,0.3809523809523809,0.5361111111111111,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_2,21,6,10,6,1.5,30.0,112,112,0,102.75,11.310497919104533,42,0.5238095238095238,0.715249433106576,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_3,21,6,9,6,1.5,30.0,114,114,0,105.5,11.991688952293291,42,0.3095238095238095,0.5531179138321995,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_4,21,7,11,6,1.5,30.0,111,111,0,103.0,11.27183073831364,42,0.3809523809523809,0.5963151927437641,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_5,21,6,11,6,1.5,30.0,107,107,0,97.5,11.042594037370964,42,0.4285714285714285,0.6366213151927438,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_6,21,7,11,6,1.5,30.0,111,111,0,102.0,11.72275389109433,42,0.3571428571428571,0.5345238095238095,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_7,21,6,8,6,1.5,30.0,111,111,0,101.5,12.167163852219266,42,0.3333333333333333,0.5213151927437641,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_8,21,6,11,6,1.5,30.0,109,109,0,99.75,10.81885073143101,42,0.3095238095238095,0.5539115646258503,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_9,21,5,9,6,1.5,30.0,113,113,0,105.25,11.957608920501787,42,0.6428571428571429,0.7348072562358277,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_10,21,7,10,6,1.5,30.0,113,113,0,105.25,12.620076959165717,42,0.3571428571428571,0.5311791383219955,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_11,21,6,9,6,1.5,30.0,112,112,0,102.75,11.907753863984802,42,0.2619047619047619,0.3981859410430839,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_12,21,7,10,6,1.5,30.0,112,112,0,102.75,11.06876049497533,42,0.3571428571428571,0.573015873015873,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_13,21,6,9,6,1.5,30.0,115,115,0,107.5,12.813938548759994,42,0.4523809523809524,0.6350340136054422,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_14,21,7,9,6,1.5,30.0,118,118,0,110.0,13.443877223818497,42,0.5,0.6385487528344671,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_15,21,7,12,6,1.5,30.0,114,114,0,106.0,12.037498010639055,42,0.3095238095238095,0.5712585034013605,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_16,24,7,9,4,1.5,30.0,125,125,0,115.5,14.256683662745992,42,0.5476190476190477,0.7479591836734694,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_17,22,6,9,5,1.5,29.5,122,122,0,113.75,11.784851600849516,42,0.4285714285714285,0.5770975056689343,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_18,21,7,9,6,1.5,30.0,111,111,0,100.5,11.927708016989063,42,0.4047619047619047,0.5854308390022676,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_19,21,6,9,6,1.5,30.0,107,107,0,97.5,12.11398816557479,42,0.5476190476190477,0.7223922902494332,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_20,21,6,9,6,1.5,30.0,114,114,0,106.0,11.612986653501004,42,0.6666666666666666,0.7482993197278911,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_21,21,7,10,6,1.5,30.0,108,108,0,97.75,11.594602843821372,42,0.3571428571428571,0.5982426303854875,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_22,21,6,9,6,1.5,30.0,107,107,0,97.5,11.354095493790483,42,0.5476190476190477,0.7159863945578232,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_23,21,5,9,6,1.5,30.0,111,111,0,101.5,11.713193649098736,42,0.2619047619047619,0.482766439909297,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_24,21,7,11,6,1.5,30.0,107,107,0,98.0,12.0131670147849,42,0.5,0.6691043083900227,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_25,21,6,9,6,1.5,30.0,115,115,0,107.0,12.387882232383513,42,0.2619047619047619,0.5290249433106575,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_26,21,6,10,6,1.5,30.0,111,111,0,101.5,11.496458057254683,42,0.2619047619047619,0.4751133786848073,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_27,21,7,9,6,1.5,30.0,116,116,0,108.25,12.519192994004968,42,0.4761904761904761,0.6346938775510205,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_28,21,6,10,6,1.5,30.0,118,118,0,110.0,12.78777441300696,42,0.5476190476190477,0.7064058956916099,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_29,21,5,10,6,1.5,30.0,109,109,0,98.75,11.327615780807028,42,0.4761904761904761,0.5894557823129252,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
random_topk_30,21,7,12,6,1.5,30.0,119,119,0,111.0,11.43819909492449,42,0.4047619047619047,0.5801020408163265,combo_0009_c30_t0_l0_mu0p1_e1p5,30.0,0.0,0.0,0.1
aqf_full,22,7,8,4,2.0,30.0,120,120,0,111.0,16.63143578119613,42,0.6904761904761905,0.7341269841269841,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
aqf_topk_no_threshold,22,7,8,4,2.0,30.0,120,120,0,111.0,16.63143578119613,42,0.6904761904761905,0.7341269841269841,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
frequency_only,22,7,7,4,2.0,30.0,117,117,0,107.0,16.61609954491076,42,0.6904761904761905,0.7634920634920636,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
flattened_topk,22,1,1,4,2.0,30.0,120,120,0,111.0,16.63143578119613,42,0.6904761904761905,0.7341269841269841,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
no_operator_awareness,22,7,8,4,2.0,30.0,242,120,122,264.0,16.63143578119613,42,0.6904761904761905,0.7341269841269841,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
no_pruning,35,7,12,6,2.0,47.0,187,187,0,172.5,19.94819559939007,42,0.9523809523809524,0.9523809523809524,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_1,18,6,9,6,2.0,30.0,91,91,0,83.25,10.089469788663688,42,0.3571428571428571,0.5146825396825397,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_2,18,6,9,6,2.0,30.0,94,94,0,86.25,9.499700455663325,42,0.4047619047619047,0.6608276643990929,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_3,18,6,8,6,2.0,30.0,96,96,0,88.5,10.329772736043456,42,0.1904761904761904,0.4511904761904762,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_4,18,7,11,6,2.0,30.0,93,93,0,86.0,8.86626452392958,42,0.2857142857142857,0.4807823129251701,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_5,18,6,11,6,2.0,30.0,93,93,0,85.5,9.281202256533316,42,0.3571428571428571,0.5687074829931973,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_6,18,7,11,6,2.0,30.0,93,93,0,84.5,9.816458293267049,42,0.3095238095238095,0.4312925170068027,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_7,18,5,7,6,2.0,30.0,93,93,0,84.5,9.78545537787652,42,0.3095238095238095,0.4856009070294784,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_8,18,5,10,6,2.0,30.0,93,93,0,84.5,9.79042261202534,42,0.2857142857142857,0.5335034013605442,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_9,18,5,9,6,2.0,30.0,98,98,0,91.25,10.415229695840663,42,0.4523809523809524,0.6110544217687075,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_10,18,7,10,6,2.0,30.0,95,95,0,88.75,10.930513904157932,42,0.3095238095238095,0.4895124716553288,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_11,18,6,9,6,2.0,30.0,98,98,0,89.75,10.05297341767267,42,0.2142857142857142,0.3545351473922902,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_12,18,7,10,6,2.0,30.0,96,96,0,88.0,9.005263251057512,42,0.2142857142857142,0.398469387755102,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_13,18,6,9,6,2.0,30.0,97,97,0,90.0,10.42358497991822,42,0.2619047619047619,0.4894557823129252,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_14,18,7,9,6,2.0,30.0,104,104,0,98.0,11.90727859568818,42,0.4761904761904761,0.5829931972789115,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_15,18,6,11,6,2.0,30.0,96,96,0,88.5,10.214535746145105,42,0.238095238095238,0.4850907029478458,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_16,22,7,8,4,2.0,30.0,113,113,0,103.5,13.043302747407134,42,0.5476190476190477,0.7336734693877551,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_17,20,6,9,5,2.0,30.0,110,110,0,102.25,10.999117524268607,42,0.3809523809523809,0.5441043083900227,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_18,18,7,8,6,2.0,30.0,97,97,0,88.0,10.88817437422439,42,0.3571428571428571,0.5434807256235827,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_19,18,6,8,6,2.0,30.0,91,91,0,82.75,9.584906843688694,42,0.3095238095238095,0.5358843537414966,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_20,22,6,8,4,2.0,30.0,118,118,0,108.75,12.493315163570918,42,0.6666666666666666,0.7380952380952381,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_21,18,7,10,6,2.0,30.0,92,92,0,83.0,10.146016924637744,42,0.2619047619047619,0.4950113378684807,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_22,18,6,9,6,2.0,30.0,91,91,0,82.75,9.996485897145176,42,0.3333333333333333,0.6055555555555555,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_23,18,5,9,6,2.0,30.0,93,93,0,84.5,9.452330309504696,42,0.1904761904761904,0.4050453514739229,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_24,18,7,11,6,2.0,30.0,91,91,0,83.75,10.4678515890489,42,0.3571428571428571,0.4793083900226757,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_25,18,6,9,6,2.0,30.0,97,97,0,90.0,9.492537394404405,42,0.1904761904761904,0.3985260770975056,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_26,18,6,9,6,2.0,30.0,93,93,0,84.0,10.362610909065394,42,0.2619047619047619,0.4608276643990929,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_27,18,7,9,6,2.0,30.0,100,100,0,94.0,11.00497111240599,42,0.2142857142857142,0.401984126984127,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_28,18,6,10,6,2.0,30.0,100,100,0,93.0,10.652416859064582,42,0.4761904761904761,0.65640589569161,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_29,18,5,9,6,2.0,30.0,93,93,0,84.5,9.964900015277015,42,0.2619047619047619,0.4528344671201814,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
random_topk_30,18,7,11,6,2.0,30.0,103,103,0,96.25,10.150593347832148,42,0.3809523809523809,0.5579931972789116,combo_0010_c30_t0_l0_mu0p1_e2,30.0,0.0,0.0,0.1
aqf_full,30,7,11,6,0.0,30.0,163,163,0,150.25,37.317660773055294,42,0.8809523809523809,0.8809523809523809,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
aqf_topk_no_threshold,30,7,11,6,0.0,30.0,163,163,0,150.25,37.317660773055294,42,0.8809523809523809,0.8809523809523809,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
frequency_only,30,7,11,6,0.0,30.0,157,157,0,142.5,37.10366900350797,42,0.8809523809523809,0.9068027210884354,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
flattened_topk,30,1,1,6,0.0,30.0,163,163,0,150.25,37.317660773055294,42,0.8809523809523809,0.8809523809523809,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
no_operator_awareness,30,7,11,6,0.0,30.0,330,163,167,360.0,37.317660773055294,42,0.8809523809523809,0.8809523809523809,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
no_pruning,35,7,12,6,0.0,35.0,187,187,0,172.5,38.95106070014661,42,0.9523809523809524,0.9523809523809524,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_1,30,7,11,6,0.0,30.0,157,157,0,145.0,33.41480566933584,42,0.5714285714285714,0.7649659863945578,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_2,30,7,12,6,0.0,30.0,160,160,0,148.0,32.85687667461135,42,0.7857142857142857,0.8524943310657596,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_3,30,7,11,6,0.0,30.0,162,162,0,150.25,34.51227179757539,42,0.7142857142857143,0.8082766439909298,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_4,30,7,12,6,0.0,30.0,161,161,0,149.0,33.633920198798954,42,0.7619047619047619,0.8638321995464852,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_5,30,6,11,6,0.0,30.0,157,157,0,143.0,32.93234186613698,42,0.7857142857142857,0.873639455782313,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_6,30,7,12,6,0.0,30.0,159,159,0,145.75,32.52316693345632,42,0.6428571428571429,0.7827097505668935,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_7,30,7,11,6,0.0,30.0,163,163,0,150.75,34.36197021205073,42,0.7619047619047619,0.819047619047619,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_8,30,7,12,6,0.0,30.0,157,157,0,143.5,32.14760136491689,42,0.7142857142857143,0.8341836734693877,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_9,30,7,11,6,0.0,30.0,163,163,0,151.25,33.58787425101956,42,0.8571428571428571,0.8944444444444445,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_10,30,7,11,6,0.0,30.0,161,161,0,149.0,33.57922360066198,42,0.7380952380952381,0.8252834467120183,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_11,30,7,12,6,0.0,30.0,163,163,0,151.75,33.72098651412614,42,0.5,0.7093537414965987,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_12,30,7,12,6,0.0,30.0,161,161,0,149.0,31.66160166599212,42,0.6904761904761905,0.7658730158730158,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_13,30,7,12,6,0.0,30.0,161,161,0,149.0,33.77242684334424,42,0.6428571428571429,0.7869614512471654,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_14,30,7,10,6,0.0,30.0,163,163,0,150.75,35.83023003391242,42,0.8095238095238095,0.8733560090702949,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_15,30,7,12,6,0.0,30.0,161,161,0,148.0,33.41046584853301,42,0.7619047619047619,0.849092970521542,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_16,30,7,12,6,0.0,30.0,159,159,0,146.75,32.500488386118775,42,0.6666666666666666,0.8290249433106576,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_17,30,7,11,6,0.0,30.0,159,159,0,146.75,32.92590999509158,42,0.6666666666666666,0.8038548752834467,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_18,30,7,11,6,0.0,30.0,157,157,0,143.0,32.31632082085099,42,0.5952380952380952,0.7232993197278912,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_19,30,7,12,6,0.0,30.0,161,161,0,149.5,33.70210201698077,42,0.8333333333333334,0.9047619047619048,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_20,30,7,12,6,0.0,30.0,164,164,0,152.5,34.405618848329844,42,0.7619047619047619,0.8463718820861679,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_21,30,7,11,6,0.0,30.0,160,160,0,147.5,32.23026527629872,42,0.6666666666666666,0.7934807256235827,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_22,30,7,11,6,0.0,30.0,157,157,0,144.5,34.49398548013685,42,0.7857142857142857,0.8679138321995464,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_23,30,5,10,6,0.0,30.0,157,157,0,144.0,31.239036444454648,42,0.5714285714285714,0.7498866213151927,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_24,30,7,12,6,0.0,30.0,161,161,0,148.5,34.62145583586808,42,0.7857142857142857,0.8655328798185942,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_25,30,6,10,6,0.0,30.0,163,163,0,150.75,34.27189920422373,42,0.7380952380952381,0.8437074829931972,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_26,30,7,12,6,0.0,30.0,157,157,0,143.5,32.44466816981026,42,0.5952380952380952,0.7735260770975058,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_27,30,7,11,6,0.0,30.0,161,161,0,149.0,32.50399017965324,42,0.7142857142857143,0.8218820861678005,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_28,30,7,12,6,0.0,30.0,161,161,0,148.5,32.04870377386954,42,0.8095238095238095,0.8814625850340136,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_29,30,7,12,6,0.0,30.0,157,157,0,143.5,32.70330974644937,42,0.6666666666666666,0.8031179138321995,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
random_topk_30,30,7,12,6,0.0,30.0,161,161,0,148.0,31.845803189930308,42,0.7857142857142857,0.8616213151927438,combo_0011_c30_t0_l0_mu0p25_e0,30.0,0.0,0.0,0.25
aqf_full,27,7,11,6,0.5,30.0,145,145,0,133.25,36.080830693343714,42,0.8571428571428571,0.8690476190476191,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
aqf_topk_no_threshold,27,7,11,6,0.5,30.0,145,145,0,133.25,36.080830693343714,42,0.8571428571428571,0.8690476190476191,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
frequency_only,27,7,11,6,0.5,30.0,143,143,0,130.5,35.973834808570054,42,0.8571428571428571,0.8948979591836735,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
flattened_topk,27,1,1,6,0.5,30.0,145,145,0,133.25,36.080830693343714,42,0.8571428571428571,0.8690476190476191,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
no_operator_awareness,27,7,11,6,0.5,30.0,297,145,152,324.0,36.080830693343714,42,0.8571428571428571,0.8690476190476191,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
no_pruning,35,7,12,6,0.5,38.0,187,187,0,172.5,38.95106070014661,42,0.9523809523809524,0.9523809523809524,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_1,27,7,11,6,0.5,30.0,141,141,0,130.25,28.86221974728179,42,0.5,0.6027210884353741,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
random_topk_2,27,6,11,6,0.5,30.0,142,142,0,130.0,29.290300936490667,42,0.7619047619047619,0.8286848072562358,combo_0012_c30_t0_l0_mu0p25_e0p5,30.0,0.0,0.0,0.25
